0.025,0.025,0.025,0.025,,
0.02,0.02,0.02,0.02,0.02,
0.025,0.025,0.025,0.025,,
0.025,0.025,0.025,0.025,,
0.033333333,0.033333333,0.033333333,,,
0.033333333,0.033333333,0.033333333,,,
0.02,0.02,0.02,0.02,0.02,
0.016666667,0.016666667,0.016666667,0.016666667,0.016666667,0.016666667
0.025,0.025,0.025,0.025,,
0.1,,,,,
0.1,,,,,
0.1,,,,,
0.1,,,,,
0.1,,,,,
0.1,,,,,
0.1,,,,,
0.1,,,,,
0.05,0.05,,,,
