1.6,-1.14
1.68,-2.58
3.04,-3.53
3.67,-3.75
5.83,-3.87
4.51,-2.26
3.34,-1.85
4.4,-1.33
2.76,1.05
0.3,-2.5
1.1,-3.34
2.62,-3.87
3.48,-4.47
4.88,-4.46
6.18,-3.51
6.16,-1.47
5.86,0.97
-0.23,0.53
