0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00196763964549963,0.00166806821158273,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00235346376922822,0.00199515094623153,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00288629634840894,0.00244686022615983,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00338689555277611,0.00287124363470639,0,0,0
0,7.39278766229085e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00387826780686655,0.00328671536935365,5.61972070263573e-08,0,0
0,2.66217494076048e-07,0,0,0,0,0,0,0,4.79379746696546e-09,0,0,4.64754601882075e-09,0,0,0,0,0,0,0.00436068631534962,0.0036932189531953,2.07941859625094e-07,0,0
0,6.20605203749865e-07,0,0,0,0,0,0,0,2.110563445747e-08,0,0,2.04617337452082e-08,0,0,0,0,0,0,0.00483604868886728,0.00409228328847331,4.96298311203501e-07,0,0
0,1.1751238172599e-06,0,2.26800316593551e-11,0,0,0,0,0,5.72233011443767e-08,2.10776381182051e-11,0,5.54906522464593e-08,0,0,0,0,0,0,0.0053055109930957,0.00448497260718336,9.59457274613604e-07,0,0
0,1.96339142543328e-06,0,1.18034804863889e-10,0,0,0,0,0,1.22351678866922e-07,1.09695389302854e-10,0,1.18687335957869e-07,0,0,0,0,0,0,0.0057699060651297,0.00487216068106677,1.63301423356627e-06,0,0
0,3.01487753664398e-06,0,3.69215994962276e-10,0,0,0,0,0,2.26184460074339e-07,3.43130082274724e-10,0,2.19497937343727e-07,0,0,0,0,0,0,0.00622981672642491,0.00525454822641537,2.54972544858714e-06,0,0
7.79629052712738e-15,4.3552936281059e-06,1.30806611615467e-14,8.95113984623205e-10,1.62529796105388e-14,0,0,0,3.9498326181494e-14,3.7857669829392e-07,8.31866874475424e-10,3.11300367362622e-14,3.67545674959185e-07,0,1.13455848247315e-14,2.00259927344139e-14,0,0,2.09905390564511e-14,0.00668565157953137,0.00563269856833637,3.73951500845249e-06,1.30260437407055e-14,1.36049790180701e-14
5.30744561555065e-14,6.00693952179445e-06,8.90486283044345e-14,1.85141788068162e-09,1.21528120512853e-13,8.39501020342602e-16,1.46537954877259e-16,5.28071732945707e-16,3.28091673615433e-13,5.89307272304245e-07,1.72057468515729e-09,2.36878034101438e-13,5.72401018127599e-07,0,8.58348312397887e-14,1.51506311338017e-13,4.39613864631778e-16,0,1.59723474422684e-13,0.00713769622927997,0.00600706416431725,5.22955251920277e-06,9.91191773899634e-14,1.03524474162851e-13
2.08488444557617e-13,7.98902719415409e-06,3.50217691859895e-13,3.43038671218324e-09,5.14887588594793e-13,6.23435121621727e-15,9.97579840590723e-16,4.01826040311117e-15,1.51371268300443e-12,8.67909640890887e-07,3.18787897368826e-09,1.01753898272917e-12,8.43417290072093e-07,0,3.66308779521032e-13,6.4757030154438e-13,3.32589130170582e-15,0,6.86524900216689e-13,0.00758614986035872,0.00637800826038209,7.04438310577991e-06,4.26034955808229e-13,4.44969842733039e-13
6.16501639376131e-13,1.03179791172343e-05,1.03767173814736e-12,5.85972963172836e-09,1.62157228475338e-12,2.69362857154538e-14,4.03716510427263e-15,1.76525070833967e-14,5.11993436940697e-12,1.22355525106254e-06,5.4453022653402e-09,3.24109176548314e-12,1.18961678308666e-06,0,1.15996399081752e-12,2.05501885394488e-12,1.45507821999769e-14,0,2.18938222212906e-12,0.00803115111553351,0.00674582234303486,9.20608370579968e-06,1.3585620902786e-12,1.41894262762432e-12
1.52083670679477e-12,1.3007702194977e-05,2.56677505178346e-12,9.40086687548241e-09,4.22053624265715e-12,8.73553207582903e-14,1.23996966148186e-14,5.79860797471879e-14,1.41623525129184e-11,1.664976926225e-06,8.7356255516523e-09,8.5163310694479e-12,1.61961527479827e-06,0,3.03238737031394e-12,5.38558689984818e-12,4.76509562215561e-14,0,5.76320707397672e-12,0.00847279640917908,0.00711074022068986,1.1734430665191e-05,3.57558420801104e-12,3.73450911841814e-12
3.30092958861101e-12,1.60698383491225e-05,5.58976198745631e-12,1.43467853510258e-08,9.59448441281775e-12,2.35274858739249e-13,3.18921191211258e-14,1.57775763600023e-13,3.39343768583592e-11,2.2004222836666e-06,1.3330870216674e-08,1.95178577651485e-11,2.14157543760947e-06,0,6.91916351842269e-12,1.23215122652155e-11,1.29344095262136e-13,0,1.32394605792959e-11,0.00891115286824212,0.00747294937842964,1.46470689431186e-05,8.21162302884561e-12,8.5766816555673e-12
6.50799087300604e-12,1.9513993097436e-05,1.10637123874336e-11,2.10196502395817e-08,1.96961304156654e-11,5.54731519523236e-13,7.22594566639295e-14,3.75127655519226e-13,7.29354245385976e-11,2.83762941207556e-06,1.95300512072083e-08,4.03490988923827e-11,2.76318171297961e-06,0,1.42501922491598e-11,2.54476005139825e-11,3.06931179804864e-13,0,2.74492482627155e-11,0.00934626746186749,0.00783260013050915,1.79596770438839e-05,1.70182725455729e-11,1.77751598993644e-11
1.19011961765115e-11,2.33479435804412e-05,2.03218150587116e-11,2.97682930396512e-08,3.73236346844433e-11,1.18228860806621e-12,1.48744567017461e-13,8.05098048282227e-13,1.43903190855818e-10,3.58381879781069e-06,2.76568142164026e-08,7.69274705100281e-11,3.49163089901663e-06,0,2.7081923808961e-11,4.85015268438004e-11,6.57656219319622e-13,0,5.25115751182205e-11,0.00977817342835255,0.00818981299449321,2.16861242751283e-05,3.25400596082243e-11,3.39882907735827e-11
2.0482863255188e-11,2.75778275336453e-05,3.5146404914883e-11,4.09656648001181e-08,6.62985160029677e-11,2.32647146745949e-12,2.83877998920619e-13,1.59362869661692e-12,2.64904729013666e-10,4.44569688733715e-06,3.80570399947315e-08,1.37375779162122e-10,4.33363403380193e-06,0,4.82322346084572e-11,8.66332746426265e-11,1.29991927081056e-12,0,9.41381777708061e-11,0.0102068947868962,0.00854468462982558,2.58386185508676e-05,5.82991415561001e-11,6.08964882309282e-11
3.35315303136312e-11,3.22083146892263e-05,5.78420714426621e-11,5.50063182297428e-08,1.11639728500339e-10,4.29025022159813e-12,5.09522906965808e-13,2.95369979402649e-12,4.60439599911493e-10,5.42946777646331e-06,5.10964756531871e-08,2.3240470434958e-10,5.29542620945852e-06,0,8.14134668437375e-11,1.4666556012601e-10,2.40622290879024e-12,0,1.5994641182389e-10,0.0106324494933048,0.00889729261791023,3.04278439917832e-05,9.89833626478162e-11,1.03399474585983e-10
5.26321979086886e-11,3.7242762043945e-05,9.13077049460196e-11,7.23039635086841e-08,1.79728636264779e-10,7.49611386500732e-12,8.69108370672912e-13,5.18340414488468e-12,7.62510060171089e-10,6.54085038052083e-06,6.71584350794362e-08,3.75673088046977e-10,6.38278177605965e-06,0,1.31359341226124e-10,2.3734739087776e-10,4.21760306537559e-12,0,2.59772384433347e-10,0.011054851636594,0.00924769930759341,3.5463088219063e-05,1.60632723396353e-10,1.67812257054203e-10
